
1998	11	3
1998	12	54

1999	01	212
1999	02	22
1999	03	44
1999	04	0
1999	05	0
1999	06	0
1999	07	0
1999	08	0
1999	09	0
1999	10	0
1999	11	0
1999	12	54

2000	01	154
2000	02	113
2000	03	21
2000	04	25
2000	05	0
2000	06	0
2000	07	0
2000	08	0
2000	09	0
2000	10	0
2000	11	78
2000	12	289

2001	01	56
2001	02	78
2001	03	47
2001	04	19
2001	05	0
2001	06	0
2001	07	0
2001	08	0
2001	09	0
2001	10	0
2001	11	0
2001	12	18

2002	01	120
2002	02	85
2002	03	171
2002	04	75
2002	05	0
2002	06	0
2002	07	0
2002	08	0
2002	09	0
2002	10	18
2002	11	9
2002	12	33

2003	01	96
2003	02	92
2003	03	91
2003	04	50
2003	05	0
2003	06	0
2003	07	0
2003	08	0
2003	09	0
2003	10	0
2003	11	3
2003	12	25

2004	01	163
2004	02	166
2004	03	84
2004	04	7
2004	05	0
2004	06	0
2004	07	0
2004	08	0
2004	09	0
2004	10	0
2004	11	0
2004	12	147

2005	01	178
2005	02	111
2005	03	120
2005	04	0
2005	05	0
2005	06	0
2005	07	0
2005	08	0
2005	09	0
2005	10	0
2005	11	41
2005	12	127

2006	01	20
2006	02	157
2006	03	35
2006	04	0
2006	05	0
2006	06	0
2006	07	0
2006	08	0
2006	09	0
2006	10	0
2006	11	15
2006	12	43

2007	01	98
2007	02	180
2007	03	89
2007	04	68
2007	05	0
2007	06	0
2007	07	0
2007	08	0
2007	09	0
2007	10	0
2007	11	7
2007	12	241

2008	01	285
2008	02	245
2008	03	43
2008	04	53
2008	05	0
2008	06	0
2008	07	0
2008	08	0
2008	09	0
2008	10	0
2008	11	67
2008	12	456

2009	01	102
2009	02	157
2009	03	91
2009	04	4
2009	05	0
2009	06	0
2009	07	0
2009	08	0
2009	09	0
2009	10	0
2009	11	0
2009	12	207

2010	01	55
2010	02	168
2010	03	0
2010	04	58
2010	05	10
2010	06	0
2010	07	0
2010	08	0
2010	09	0
2010	10	0
2010	11	3
2010	12	222

2011	01	191
2011	02	178
2011	03	223
2011	04	109
2011	05	0
2011	06	0
2011	07	0
2011	08	0
2011	09	0
2011	10	0
2011	11	20
2011	12	29

2012	01	107
2012	02	80
2012	03	81
2012	04	0
2012	05	0
2012	06	0
2012	07	0
2012	08	0
2012	09	0
2012	10	0
2012	11	15
2012	12	228

2013	01	148
2013	02	189
2013	03	84
2013	04	78
2013	05	0
2013	06	0
2013	07	0
2013	08	0
2013	09	0
2013	10	0
2013	11	12
2013	12	264

2014	01	170
2014	02	177
2014	03	61
2014	04	37
2014	05	0
2014	06	0
2014	07	0
		
